Timestamp,CPU_Usage(%),Memory_Usage(%),Net_Sent(Bytes),Net_Recv(Bytes),Disk_Read(Bytes),Disk_Write(Bytes),Battery_Percent
15:40:28,6.6,67.5,17408,17408,12288,6021120,56
15:40:33,10.8,67.9,13312,13312,778240,1007616,56
15:40:38,9.1,67.6,17408,17408,483328,2043904,56
15:40:43,6.4,67.5,14336,14336,94208,1007616,56
15:40:48,7.2,67.7,13312,13312,749568,2097152,56
15:40:53,8.6,67.2,24576,24576,1462272,1703936,55
15:40:58,6.9,67.2,20480,20480,13111296,6307840,55
15:41:03,6.9,67.1,13312,13312,655360,11632640,55
15:41:08,6.1,67.2,15360,15360,81920,1708032,55
15:41:13,7.6,67.2,8192,8192,446464,1691648,55
15:41:18,8.3,67.3,13312,13312,372736,974848,55
15:41:23,7.4,67.2,13312,13312,98304,1003520,55
15:41:28,8.4,67.6,22528,22528,2412544,6963200,55
15:41:33,11.7,67.5,13312,13312,618496,1875968,55
15:41:38,6.5,67.5,12288,12288,397312,1961984,55
15:41:43,6.5,67.6,12288,11264,245760,1077248,55
15:41:48,6.4,67.5,17408,17408,65536,974848,55
15:41:53,9.2,67.4,9216,9216,1515520,2465792,55
15:41:58,9.3,67.4,29696,29696,446464,5640192,55
15:42:03,7.4,67.3,10240,10240,860160,3174400,55
15:42:08,7.0,67.3,16384,16384,20480,987136,55
15:42:13,6.6,67.4,9216,9216,32768,974848,55
15:42:18,6.5,67.4,13312,13312,0,1003520,55
15:42:23,6.4,67.2,7168,7168,1359872,974848,55
15:42:28,7.0,67.3,20480,20480,139264,6160384,55
15:42:33,10.2,67.5,15360,15360,335872,2650112,55
15:42:38,4.8,67.6,12288,12288,3756032,1105920,55
15:42:43,7.4,67.5,10240,10240,98304,2723840,55
15:42:48,6.6,67.5,13312,13312,151552,1507328,55
15:42:53,13.4,67.0,11264,11264,4984832,5042176,55
15:42:58,7.1,67.2,32768,31744,36864,6021120,55
15:43:03,7.6,67.5,10240,10240,32768,1875968,55
15:43:08,6.7,67.4,13312,13312,290816,3162112,55
15:43:13,6.2,67.3,10240,10240,0,1933312,55
15:43:18,6.7,67.4,14336,14336,212992,2768896,55
15:43:23,6.9,67.2,8192,8192,364544,1089536,55
15:43:28,7.3,67.6,16384,16384,393216,5574656,55
15:43:33,7.9,67.5,16384,16384,385024,1662976,55
15:43:38,6.6,67.6,15360,15360,335872,1077248,55
15:43:43,7.6,67.6,11264,11264,1241088,2322432,55
15:43:48,5.9,67.6,14336,14336,4100096,2146304,55
15:43:53,9.6,67.4,10240,10240,1998848,3948544,55
15:43:58,6.5,67.2,17408,17408,155648,6549504,55
15:44:03,6.6,66.9,23552,23552,425984,1245184,55
15:44:08,6.2,67.0,14336,14336,45056,1032192,55
15:44:13,6.1,67.4,11264,10240,180224,1622016,55
15:44:18,6.3,67.4,18432,18432,172032,1347584,55
15:44:23,6.3,67.0,11264,11264,180224,1011712,55
15:44:28,8.8,67.4,27648,27648,290816,4886528,55
15:44:33,10.7,67.7,13312,13312,1773568,2629632,55
15:44:38,8.6,67.4,19456,19456,1417216,1744896,55
15:44:43,7.0,67.3,15360,15360,0,2613248,55
15:44:48,6.8,67.3,18432,18432,69632,987136,55
15:44:53,8.5,67.2,11264,11264,208896,2797568,55
15:44:58,7.0,67.3,19456,19456,16384,4038656,55
15:45:03,6.6,67.1,6144,6144,2011136,1888256,55
15:45:09,6.7,67.1,26624,26624,839680,1220608,55
15:45:14,6.6,66.9,11264,11264,4096,1597440,55
15:45:19,6.2,67.1,14336,14336,77824,1720320,55
15:45:24,6.3,67.2,13312,13312,98304,3022848,55
15:45:29,8.2,67.5,21504,20480,73728,3231744,54
15:45:34,8.0,67.5,9216,9216,16384,1003520,54
15:45:39,8.1,67.4,11264,11264,405504,1855488,54
15:45:44,6.3,67.5,14336,14336,0,974848,54
15:45:49,6.7,67.2,15360,15360,0,1716224,54
15:45:54,8.7,67.2,10240,10240,163840,5996544,54
15:45:59,5.9,67.1,19456,19456,245760,3104768,54
15:46:04,7.0,67.1,10240,10240,0,1024000,54
15:46:09,7.4,67.5,12288,12288,335872,745472,54
15:46:14,7.4,67.3,20480,20480,81920,2183168,54
15:46:19,6.5,67.2,13312,13312,16384,1097728,54
15:46:24,6.4,67.1,11264,11264,118784,5345280,54
15:46:29,7.7,67.5,23552,23552,245760,1085440,54
15:46:34,7.6,67.3,10240,10240,0,974848,54
15:46:39,7.2,67.4,11264,11264,4276224,1077248,54
15:46:44,6.0,67.4,13312,12288,16384,1966080,54
15:46:49,6.3,67.2,14336,14336,0,974848,54
15:46:54,7.6,67.2,9216,9216,245760,6078464,54
15:46:59,8.2,67.3,16384,16384,16384,700416,54
15:47:04,7.0,67.1,11264,11264,315392,1052672,54
15:47:09,6.0,67.3,16384,16384,106496,1138688,54
15:47:14,6.9,67.2,10240,10240,565248,1019904,54
15:47:19,7.3,67.3,24576,24576,65536,1318912,54
15:47:24,7.2,67.1,8192,8192,471040,6090752,54
15:47:29,11.3,67.2,20480,20480,24731648,1409024,54
15:47:34,35.7,67.5,8192,8192,38010880,1810432,54
15:47:39,7.3,67.5,12288,12288,184320,1105920,54
15:47:44,6.2,67.6,10240,10240,868352,2015232,54
15:47:49,6.4,67.6,11264,11264,90112,974848,54
15:47:54,9.1,67.2,15360,15360,1597440,7524352,54
15:47:59,7.4,67.2,13312,13312,1097728,2027520,54
15:48:04,7.0,67.4,15360,14336,520192,1810432,54
15:48:09,6.7,67.3,12288,12288,45056,778240,54
15:48:14,5.5,67.5,13312,13312,253952,258048,54
15:48:19,7.2,67.5,24576,24576,696320,2371584,54
15:48:24,5.8,67.4,12288,12288,98304,5382144,54
15:48:29,11.0,67.5,23552,23552,4816896,1015808,54
15:48:34,10.5,67.5,13312,13312,569344,2760704,54
15:48:39,7.2,67.4,10240,10240,233472,1769472,54
15:48:44,6.9,67.5,12288,12288,77824,974848,54
15:48:49,6.3,67.4,10240,10240,110592,2035712,54
15:48:54,8.6,67.2,14336,14336,1122304,6766592,54
15:48:59,5.6,67.1,13312,13312,40960,1593344,54
15:49:04,6.7,67.0,15360,15360,638976,524288,54
15:49:09,6.5,67.0,13312,13312,8192,2351104,54
15:49:14,6.7,67.2,16384,16384,65536,974848,54
15:49:19,6.1,67.2,11264,10240,1736704,974848,54
15:49:24,7.8,67.3,29696,29696,3592192,5218304,54
15:49:29,9.9,67.6,24576,24576,6807552,2363392,54
15:49:34,8.1,67.6,14336,14336,311296,1077248,54
15:49:39,6.1,67.4,16384,16384,225280,1925120,54
15:49:44,6.7,67.5,19456,19456,233472,974848,54
15:49:49,8.3,67.4,19456,19456,0,974848,54
15:49:54,9.0,67.3,12288,12288,1355776,6799360,54
15:49:59,5.7,67.3,16384,16384,487424,831488,54
15:50:04,6.6,67.1,11264,11264,548864,1028096,53
15:50:09,6.5,67.0,10240,10240,24576,974848,53
15:50:14,6.4,67.1,16384,16384,0,1003520,53
15:50:19,5.9,66.9,11264,11264,12288,974848,53
15:50:24,6.8,67.2,15360,15360,147456,4747264,53
15:50:29,10.7,67.6,32768,32768,315392,2068480,53
15:50:34,6.3,67.6,13312,13312,53248,1110016,53
15:50:39,6.1,67.5,10240,10240,0,1077248,53
15:50:44,6.3,67.5,19456,18432,135168,2121728,53
15:50:49,5.2,67.5,9216,9216,0,28672,53
15:50:54,7.3,67.2,13312,13312,491520,4857856,53
15:50:59,8.9,67.2,15360,15360,81920,3166208,53
15:51:04,9.9,67.5,14336,14336,221184,1875968,53
15:51:09,6.9,67.6,8192,8192,184320,1568768,53
15:51:14,6.4,67.4,11264,11264,536576,1302528,53
15:51:19,5.7,67.4,10240,10240,0,1204224,53
15:51:24,6.6,67.3,18432,18432,184320,5001216,53
15:51:29,9.5,67.3,17408,17408,106496,1060864,53
15:51:34,8.9,67.7,28672,28672,1785856,3203072,53
15:51:39,6.3,67.6,7168,7168,999424,1077248,53
15:51:44,6.7,67.6,18432,18432,1355776,2183168,53
15:51:49,5.7,67.3,8192,8192,45056,1585152,53
15:51:54,6.6,67.3,12288,12288,176128,3702784,53
15:51:59,10.5,67.3,13312,13312,1679360,3301376,53
15:52:04,6.4,67.2,10240,10240,610304,1007616,53
15:52:09,6.4,67.4,14336,14336,0,974848,53
15:52:14,7.7,67.4,12288,11264,36864,974848,53
15:52:19,6.3,67.4,10240,10240,0,1875968,53
15:52:24,6.3,67.2,11264,11264,131072,4931584,53
15:52:29,8.5,67.6,19456,19456,503808,1400832,53
15:52:34,6.2,67.6,25600,25600,12288,1368064,53
15:52:39,6.8,67.6,9216,9216,0,1208320,53
15:52:44,5.9,67.6,14336,14336,0,974848,53
15:52:49,6.0,67.6,12288,12288,0,974848,53
15:52:54,5.9,67.3,14336,14336,114688,4227072,53
15:52:59,9.3,67.2,13312,13312,823296,3784704,53
15:53:04,7.4,67.4,14336,14336,28672,1036288,53
15:53:09,6.8,67.4,10240,10240,86016,974848,53
15:53:14,7.0,67.4,16384,16384,0,1003520,53
15:53:19,5.9,67.2,8192,8192,0,974848,53
15:53:24,6.7,67.3,11264,11264,147456,4616192,53
15:53:29,8.6,67.7,17408,16384,131072,1064960,53
15:53:34,6.8,67.6,14336,14336,20480,974848,53
15:53:39,7.7,67.6,24576,24576,2584576,1572864,53
15:53:44,6.9,67.7,16384,16384,49152,974848,53
15:53:50,6.4,67.5,7168,7168,69632,1003520,53
15:53:55,6.6,67.4,14336,14336,655360,4460544,53
15:54:00,8.3,67.4,15360,15360,131072,3620864,53
15:54:05,10.1,67.1,19456,19456,7217152,3919872,53
15:54:10,7.1,67.4,13312,13312,163840,974848,53
15:54:15,7.4,67.5,13312,13312,200704,3313664,53
15:54:20,6.4,67.5,12288,12288,131072,974848,53
15:54:25,7.3,67.5,15360,15360,212992,6959104,53
15:54:30,9.1,67.7,29696,29696,491520,1097728,53
15:54:35,6.3,67.8,13312,13312,0,974848,53
15:54:40,8.1,67.7,15360,15360,413696,3227648,53
15:54:45,7.5,67.8,31744,31744,290816,1396736,53
15:54:50,7.2,67.9,13312,13312,40960,974848,52
15:54:55,6.7,67.4,13312,13312,81920,4964352,52
15:55:00,8.8,67.6,13312,13312,872448,3309568,52
15:55:05,6.2,67.6,15360,15360,1708032,1462272,52
15:55:10,6.0,67.7,13312,13312,0,1675264,52
15:55:15,5.2,67.4,15360,14336,0,1458176,52
15:55:20,6.3,67.6,10240,10240,77824,745472,52
15:55:25,7.0,67.4,16384,16384,196608,3764224,52
15:55:30,8.3,67.6,16384,16384,147456,2420736,52
15:55:35,6.1,67.6,13312,13312,4096,1060864,52
15:55:40,6.8,67.6,8192,8192,176128,2166784,52
15:55:45,6.9,67.6,14336,14336,65536,2125824,52
15:55:50,7.0,67.5,23552,23552,81920,1736704,52
15:55:55,7.9,67.7,12288,12288,368640,5435392,52
15:56:00,25.5,75.3,16384,16384,87969792,4734976,52
15:56:05,30.1,72.4,11264,11264,14168064,1380352,52
15:56:10,30.1,72.2,12288,12288,9932800,3276800,52
15:56:15,27.2,72.0,13312,13312,13025280,3481600,52
15:56:20,14.0,72.1,13312,13312,2342912,974848,52
15:56:25,13.4,72.1,15360,15360,2584576,7737344,52
15:56:30,17.0,72.1,22528,22528,2109440,2211840,52
15:56:35,11.2,71.9,12288,12288,598016,1032192,52
15:56:40,14.1,71.9,9216,8192,1286144,1482752,52
15:56:45,11.5,71.8,14336,14336,450560,286720,52
15:56:50,13.3,71.8,12288,12288,1683456,1011712,52
15:56:55,14.5,71.7,24576,24576,1507328,6397952,52
15:57:00,18.4,72.0,18432,18432,2035712,3514368,52
15:57:05,15.7,71.6,9216,9216,2723840,1052672,52
15:57:10,15.3,71.4,15360,15360,3883008,1933312,52
15:57:15,13.3,71.5,11264,11264,4161536,1744896,52
15:57:20,13.2,71.4,14336,14336,6373376,974848,52
15:57:25,12.7,71.2,8192,8192,8241152,4923392,52
15:57:30,18.3,71.0,22528,22528,9699328,1400832,52
15:57:35,12.9,71.1,8192,8192,8699904,1003520,52
15:57:40,12.7,71.0,13312,13312,10371072,2064384,52
15:57:45,14.2,70.9,8192,8192,10407936,1011712,52
15:57:50,13.0,70.6,14336,14336,10235904,978944,52
15:57:55,13.3,70.5,22528,21504,10788864,6557696,52
15:58:00,13.4,70.9,17408,17408,8650752,3530752,52
15:58:05,18.1,70.7,13312,13312,8359936,1040384,52
15:58:10,12.8,70.7,13312,13312,10125312,1712128,52
15:58:15,12.5,70.5,10240,10240,8208384,1011712,52
15:58:20,12.2,70.4,13312,13312,6217728,1003520,52
15:58:25,14.2,70.5,10240,10240,6299648,3485696,52
15:58:30,16.9,70.5,25600,25600,4665344,1990656,52
15:58:35,12.8,70.5,8192,8192,2588672,1626112,52
15:58:40,13.3,70.3,16384,16384,2097152,1363968,52
15:58:45,13.6,70.4,8192,8192,1495040,1040384,51
15:58:50,12.6,70.4,14336,14336,1617920,1949696,51
15:58:55,12.8,70.3,8192,8192,905216,4489216,51
15:59:00,13.9,70.7,34816,34816,3436544,3358720,51
15:59:05,18.0,70.1,10240,10240,1064960,2236416,51
15:59:10,12.9,70.6,15360,14336,737280,1798144,51
15:59:15,12.9,70.5,13312,13312,1531904,1003520,51
15:59:20,12.5,70.5,11264,11264,2310144,1806336,51
15:59:25,12.9,70.5,10240,10240,3354624,5099520,51
15:59:30,17.3,70.6,33792,33792,6217728,2449408,51
15:59:35,14.1,70.5,8192,8192,6668288,2437120,51
15:59:40,14.1,70.3,14336,14336,8372224,2330624,51
15:59:45,17.9,70.5,9216,9216,13332480,1826816,51
15:59:50,12.0,70.5,14336,14336,8585216,1437696,51
15:59:55,13.1,70.5,8192,8192,8466432,4988928,51
16:00:00,13.7,70.6,20480,20480,10498048,1802240,51
16:00:05,17.8,70.1,22528,22528,11993088,3284992,51
