Timestamp,CPU_Usage(%),Memory_Usage(%),Net_Sent(Bytes),Net_Recv(Bytes),Disk_Read(Bytes),Disk_Write(Bytes),Battery_Percent
14:10:15,27.0,63.4,32090112,91004928,4202496,1114112,39
14:10:20,21.3,63.4,23101440,65665024,2760704,1085440,39
14:10:25,20.0,63.4,21230592,60375040,344064,4194304,39
14:10:30,24.3,63.4,24383488,68929536,1486848,1015808,39
14:10:35,25.8,63.5,28317696,80493568,880640,1388544,39
14:10:40,43.2,59.1,359424,915456,4546560,1667072,39
14:10:45,39.0,56.4,41984,59392,1556480,1925120,39
14:10:50,5.3,55.9,15360,8192,266240,2002944,39
14:10:56,6.4,56.5,16384,14336,593920,5054464,39
14:11:01,8.9,56.5,22528,33792,2039808,2646016,39
14:11:06,6.1,56.4,18432,9216,679936,1175552,39
14:11:11,5.2,55.8,3640320,10258432,28672,339968,39
14:11:16,26.1,56.5,30494720,86817792,2187264,1294336,39
14:11:21,25.0,56.5,31339520,89041920,4096,1118208,39
14:11:26,25.4,56.6,30898176,88269824,184320,5025792,39
14:11:31,29.5,56.8,32276480,90321920,2248704,1445888,39
14:11:36,27.1,56.9,31617024,89691136,770048,2035712,39
14:11:41,26.2,56.9,32989184,94050304,0,974848,39
14:11:46,28.8,58.7,29982720,85227520,112009216,4300800,39
14:11:51,23.5,58.2,22619136,64391168,2793472,1699840,39
14:11:56,22.7,58.5,23904256,68494336,6574080,7397376,39
14:12:01,25.7,58.1,25089024,71741440,352256,3502080,39
14:12:06,22.8,58.0,25314304,71928832,262144,1003520,39
14:12:11,21.5,57.2,25671680,73478144,131072,974848,39
14:12:16,24.6,58.4,27768832,79030272,593920,1077248,39
14:12:21,23.4,58.3,29280256,82819072,4096,1085440,39
14:12:26,22.1,58.4,27849728,79482880,217088,5414912,39
14:12:31,25.4,58.2,30839808,63137792,2674688,1236992,39
14:12:36,22.8,58.3,28813312,82138112,2236416,1753088,39
14:12:41,24.5,58.5,31051776,88411136,1372160,1744896,39
14:12:46,22.8,58.4,27040768,77146112,1601536,1753088,39
14:12:51,21.9,58.0,27028480,77010944,65536,1622016,39
14:12:56,23.8,58.9,29248512,82780160,307200,5967872,39
14:13:01,26.3,58.9,30971904,87913472,241664,3739648,39
14:13:06,22.8,58.9,28589056,81047552,606208,1699840,39
14:13:11,23.6,58.4,27619328,78292992,229376,1445888,39
14:13:16,24.3,59.1,28091392,79457280,4907008,2162688,39
14:13:21,23.0,59.4,27320320,77431808,65536,1073152,39
14:13:26,25.1,59.4,30662656,87258112,974848,4272128,39
14:13:31,26.7,59.3,30371840,86852608,819200,1138688,39
14:13:36,24.1,59.6,30219264,86092800,16384,1032192,39
14:13:41,24.8,59.3,29313024,83651584,0,974848,39
14:13:46,23.4,59.4,27969536,79533056,1310720,1732608,39
14:13:51,26.6,59.1,32476160,92753920,65536,1003520,38
14:13:56,25.0,59.9,31639552,90042368,262144,6864896,38
14:14:01,25.8,60.0,27885568,79414272,516096,2486272,38
14:14:06,23.9,60.4,28291072,80724992,27561984,679936,38
14:14:11,22.0,59.8,26756096,76177408,2490368,716800,38
14:14:16,25.7,61.7,28405760,80527360,100737024,1507328,38
14:14:21,23.8,61.4,27538432,78180352,1957888,1056768,38
14:14:26,26.6,61.4,33512448,94858240,688128,4808704,38
14:14:31,29.6,61.4,34438144,97397760,3850240,1130496,38
14:14:36,29.5,61.4,34839552,98869248,163840,2363392,38
14:14:41,27.3,61.5,34420736,97760256,98304,974848,38
14:14:46,25.8,61.5,32294912,91866112,114688,1003520,38
14:14:51,30.0,61.1,30251008,86438912,3612672,1421312,38
14:14:56,25.9,61.8,29382656,83328000,3489792,6082560,38
14:15:01,25.3,61.8,23786496,67453952,200704,2469888,38
14:15:06,25.1,62.1,32108544,91355136,6991872,1474560,38
14:15:11,62.0,72.9,38443008,110199808,177352704,2568192,38
14:15:16,37.6,72.5,38247424,109158400,8249344,3231744,38
14:15:21,43.6,73.1,34731008,99167232,11640832,4001792,38
14:15:26,42.4,73.2,34824192,99125248,16658432,10104832,38
14:15:31,39.8,73.8,34597888,98204672,25853952,3395584,38
14:15:36,35.0,73.5,36296704,103303168,12779520,1605632,38
14:15:41,32.5,73.6,33993728,67473408,8597504,1683456,38
14:15:46,31.7,73.0,29338624,83934208,12488704,634880,38
14:15:51,31.4,72.0,29478912,84470784,16592896,1609728,38
14:15:56,31.4,72.5,32445440,92440576,10321920,5427200,38
14:16:01,35.1,72.9,35678208,101620736,13471744,1708032,38
14:16:06,31.6,72.8,30899200,87902208,8953856,2248704,38
14:16:11,33.0,72.5,36440064,104001536,9154560,1126400,38
14:16:16,31.7,72.4,32916480,93341696,10833920,1675264,38
14:16:21,39.0,74.5,3815424,10707968,11042816,37158912,38
14:16:26,30.6,75.0,34816,8192,76775424,458117120,38
14:16:31,33.7,74.7,474112,654336,31035392,1069056,38
14:16:36,25.4,75.2,54272,69632,9699328,1187840,37
14:16:41,25.2,74.6,32768,38912,6918144,3399680,37
14:16:46,25.0,74.2,21504,8192,10027008,1978368,37
14:16:51,23.7,73.4,22528,10240,3813376,1728512,37
14:16:56,27.0,72.9,15360,12288,8646656,4689920,37
14:17:01,29.0,72.5,23552,20480,10178560,2023424,37
14:17:06,24.5,72.3,20480,11264,1724416,2043904,37
14:17:11,24.6,72.0,45056,13312,1601536,712704,37
14:17:16,24.9,71.8,14336,15360,2068480,1863680,37
14:17:21,24.4,72.0,33792,34816,2486272,1695744,37
14:17:26,25.0,71.9,31744,29696,5427200,5169152,37
14:17:31,27.7,71.9,214016,277504,11202560,1204224,37
14:17:36,26.3,72.4,69632,59392,11026432,1912832,37
14:17:41,25.0,73.3,25600,30720,5005312,1646592,37
14:17:46,24.8,73.1,39936,40960,11075584,1880064,37
14:17:51,24.0,72.8,24576,25600,8912896,1638400,37
14:17:56,27.3,73.6,80896,106496,23322624,5681152,37
14:18:01,28.1,76.1,20480,22528,10948608,1953792,37
14:18:06,27.9,76.0,6144,4096,14819328,3723264,37
14:18:11,24.1,75.4,7168,6144,10854400,1069056,37
14:18:16,23.8,75.4,28672,7168,10276864,1241088,37
14:18:21,46.4,72.5,17408,14336,24215552,1589248,37
14:18:26,53.6,79.7,10240,7168,81182720,5943296,37
14:18:31,46.0,79.8,166912,212992,45273088,732512256,37
14:18:36,42.0,58.5,20480,22528,41562112,1216512,37
14:18:41,12.7,58.4,16384,13312,15192064,1040384,37
14:18:46,12.9,58.1,33792,12288,8826880,3702784,37
14:18:51,15.3,57.5,15360,13312,39268352,1822720,37
14:18:56,12.8,57.5,18432,12288,6459392,4972544,37
14:19:01,18.0,58.3,14336,13312,15904768,1937408,37
14:19:06,17.6,58.2,72704,41984,8396800,4382720,37
14:19:11,13.4,57.4,56320,26624,4993024,978944,37
14:19:16,20.8,57.8,55296,60416,56979456,4071424,37
14:19:21,49.7,59.2,8192,5120,84013056,2338816,37
14:19:26,23.1,59.2,10240,5120,4112384,8228864,37
14:19:31,19.4,59.0,378880,514048,30302208,1081344,37
14:19:36,16.3,58.9,63488,62464,5001216,1196032,37
14:19:41,15.1,58.9,36864,18432,4083712,1036288,36
14:19:46,12.7,58.6,21504,13312,3018752,2887680,36
14:19:51,12.0,57.9,34816,10240,3850240,1548288,36
14:19:56,13.2,58.1,35840,23552,5447680,4870144,36
14:20:01,15.9,59.9,39936,41984,121073664,1466368,36
14:20:06,17.6,59.5,7168,7168,6770688,2424832,36
14:20:11,11.8,59.1,6144,6144,9531392,57344,36
14:20:16,12.1,59.1,10240,10240,10346496,974848,36
14:20:21,12.9,58.8,22528,15360,16302080,1056768,36
14:20:26,13.9,59.5,23552,16384,13455360,7720960,36
14:20:32,17.4,59.9,373760,468992,16887808,2146304,36
14:20:37,14.5,59.9,45056,41984,9805824,1323008,36
14:20:42,17.0,59.9,15360,6144,14819328,1028096,36
14:20:47,13.5,59.6,9216,8192,10342400,978944,36
14:20:52,13.1,59.2,21504,10240,8798208,1159168,36
14:20:57,13.8,59.2,51200,37888,8916992,7417856,36
14:21:02,15.1,60.3,22528,7168,8650752,1118208,36
14:21:07,14.6,60.2,18432,9216,6619136,2482176,36
14:21:12,15.3,60.1,5819392,16699392,4079616,1650688,36
14:21:17,30.0,59.8,26002432,74547200,3096576,1003520,36
14:21:22,31.2,59.7,30855168,88768512,2015232,1794048,36
14:21:27,32.1,60.1,3868672,61705216,1531904,5791744,36
14:21:32,38.2,60.4,34583552,98700288,5419008,1163264,36
14:21:37,34.5,60.6,36532224,104654848,3133440,1241088,36
14:21:42,33.3,60.7,39632896,113510400,2322432,1736704,36
14:21:47,32.7,60.7,37726208,107435008,1040384,1155072,36
14:21:52,32.2,60.4,34972672,99815424,1130496,974848,36
14:21:57,33.3,60.2,31848448,91238400,3866624,5296128,36
14:22:02,30.2,61.6,24683520,70426624,3047424,1703936,36
14:22:07,32.6,61.1,25678848,73617408,3932160,2039808,36
14:22:12,29.1,61.0,25598976,73244672,4018176,1003520,36
14:22:17,29.6,60.8,26193920,75355136,5087232,1454080,36
14:22:22,30.5,60.6,29621248,84581376,8503296,974848,36
14:22:27,31.3,61.3,30191616,86341632,8642560,5914624,36
14:22:32,34.2,61.4,31660032,89225216,12537856,2633728,36
14:22:37,33.2,61.4,36901888,105472000,16330752,1449984,36
14:22:42,33.0,61.5,39766016,113760256,14340096,1220608,36
14:22:47,32.1,61.3,35665920,102007808,10551296,1781760,36
14:22:52,33.3,61.1,40124416,114933760,10874880,1540096,36
14:22:57,32.4,61.2,39744512,113593344,8458240,5537792,36
14:23:02,34.3,61.4,37240832,106782720,10027008,991232,36
14:23:07,34.7,62.0,35041280,100079616,10633216,3407872,36
14:23:12,32.4,61.9,30826496,88846336,8372224,1003520,36
14:23:17,30.9,61.8,33051648,94784512,8388608,983040,35
14:23:22,28.9,61.3,29634560,85869568,6483968,974848,35
14:23:27,31.4,62.3,31545344,91166720,4919296,5566464,35
14:23:32,34.6,62.5,32017408,91705344,5279744,1159168,35
14:23:37,44.5,59.0,3002368,8534016,8601600,1769472,35
14:23:42,57.1,58.8,26624,17408,4587520,303104,35
14:23:47,25.8,55.9,40960,15360,2371584,716800,35
14:23:52,11.3,55.1,8192,8192,831488,974848,35
14:23:57,12.1,55.5,26624,18432,1101824,5296128,35
14:24:02,15.0,56.0,14336,10240,2334720,2088960,35
14:24:07,18.4,57.0,54272,61440,34852864,2666496,35
14:24:12,21.0,56.7,16817152,48729088,1736704,991232,35
14:24:17,30.4,56.7,29053952,83603456,1474560,1605632,35
14:24:22,31.7,56.2,32109568,92643328,2752512,983040,35
14:24:27,33.1,56.8,30897152,88544256,4456448,6356992,35
14:24:32,35.3,57.0,32262144,92125184,7606272,1384448,35
14:24:37,32.2,57.1,29506560,84807680,8507392,1003520,35
14:24:42,30.3,57.1,28605440,82160640,8224768,2375680,35
14:24:47,30.8,56.9,28668928,82482176,8634368,1527808,35
14:24:52,30.8,56.5,28688384,82541568,8531968,1363968,35
14:24:57,32.0,56.7,31212544,89643008,14241792,4280320,35
14:25:02,32.1,57.3,31931392,91788288,19009536,10096640,35
14:25:07,32.2,57.9,32561152,93873152,11616256,1650688,35
14:25:12,31.2,58.0,29011968,83311616,8712192,1699840,35
14:25:17,27.4,58.0,26766336,77332480,11010048,983040,35
14:25:22,28.1,57.5,24153088,68897792,8421376,1003520,35
14:25:27,31.5,58.1,28456960,81278976,8863744,5898240,35
14:25:32,44.1,63.2,34029568,97610752,214888448,2732032,35
14:25:37,48.6,61.8,36784128,106265600,242466816,11313152,35
14:25:42,41.2,60.5,35267584,101210112,19533824,4096000,35
14:25:47,41.7,60.4,32602112,93654016,35561472,3571712,35
14:25:52,27.4,60.4,27363328,79409152,2510848,1818624,35
14:25:57,28.7,60.0,27309056,78220288,3231744,11296768,35
14:26:02,28.2,60.0,31355904,90546176,23375872,9805824,35
14:26:07,31.3,60.8,35682304,102833152,12034048,32153600,35
14:26:12,34.5,62.1,41610240,118524928,21090304,4087808,35
14:26:17,35.2,61.7,38694912,110527488,4468736,839680,35
14:26:22,34.1,63.3,34884608,100145152,6623232,4403200,35
14:26:27,32.2,62.8,32480256,93876224,105566208,8589312,35
14:26:32,35.6,65.6,35528704,102533120,67792896,3207168,34
14:26:37,29.3,67.0,33336320,95022080,4321280,2277376,34
14:26:42,30.8,64.2,30724096,88152064,3661824,1466368,34
14:26:47,29.7,63.9,30794752,88645632,2252800,3403776,34
14:26:52,29.9,63.4,29213696,84524032,28987392,1888256,34
14:26:57,34.4,64.4,31478784,90708992,167428096,8437760,34
14:27:02,31.1,64.2,31107072,89353216,21159936,2097152,34
14:27:07,31.6,68.9,29589504,84296704,21446656,5218304,34
14:27:12,39.7,66.6,33565696,95777792,44630016,8032256,34
14:27:17,32.2,68.2,30718976,88034304,21041152,4788224,34
14:27:22,43.8,69.1,27679744,79029248,164859904,5406720,34
14:27:27,36.9,68.4,30451712,87126016,114810880,12509184,34
14:27:32,26.3,68.6,25882624,73442304,5074944,1806336,34
14:27:37,23.1,68.6,23586816,67117056,4186112,1146880,34
14:27:42,23.6,68.3,26694656,75761664,1892352,2670592,34
14:27:47,23.7,67.9,27280384,77422592,303104,1818624,34
14:27:52,20.6,67.9,26346496,75243520,2957312,2539520,34
14:27:57,24.6,68.1,28930048,82309120,385024,6680576,34
14:28:02,27.0,67.7,38492160,109320192,1048576,1884160,34
14:28:07,29.6,68.0,43798528,124579840,1478656,1748992,34
14:28:12,30.7,67.8,39272448,111766528,4317184,3022848,34
14:28:17,24.9,67.8,31861760,90814464,1748992,1073152,34
14:28:22,25.4,67.2,32040960,91180032,4587520,1679360,34
14:28:27,23.0,66.8,28675072,81944576,536576,4837376,34
14:28:32,26.9,67.4,29373440,84269056,10555392,1470464,34
14:28:37,23.3,67.3,28994560,83300352,745472,1118208,34
14:28:42,31.2,68.4,32254976,92568576,2535424,2916352,34
14:28:47,31.8,67.0,41221120,118077440,1699840,2285568,34
14:28:52,29.0,65.9,40858624,116685824,2416640,2904064,34
14:28:57,27.5,65.8,33521664,95684608,2281472,5541888,34
14:29:02,26.0,67.6,31126528,88464384,4845568,2379776,34
14:29:07,30.7,68.1,26624,11264,15572992,1822720,34
14:29:12,20.2,73.6,21504,9216,24113152,1859584,34
14:29:17,17.2,73.9,10240,26624,7221248,4108288,34
14:29:22,16.9,73.4,10240,8192,1216512,974848,34
14:29:27,20.7,73.8,41984,13312,18812928,5193728,34
14:29:32,24.9,73.3,384000,530432,22421504,2650112,34
14:29:37,18.5,73.0,17408,16384,3600384,1331200,34
14:29:42,19.9,72.8,15360,13312,10375168,1380352,34
14:29:47,19.8,72.7,51200,36864,2146304,1527808,34
14:29:52,17.0,72.1,29696,7168,958464,1130496,34
14:29:57,47.6,72.4,22528,34816,75874304,6799360,34
14:30:02,25.4,72.1,13312,11264,5107712,3108864,33
14:30:07,17.3,72.1,8192,6144,1458176,1708032,33
14:30:12,20.7,71.9,9216,29696,15745024,2859008,33
14:30:17,17.1,71.9,16384,12288,430080,1306624,33
14:30:22,17.1,71.8,19456,15360,196608,946176,33
14:30:27,17.5,72.0,39936,17408,1437696,3670016,33
14:30:32,38.4,75.9,414720,571392,15986688,5128192,33
14:30:37,18.5,74.9,16384,29696,835584,3321856,33
14:30:42,18.4,75.0,28672,35840,13877248,3125248,33
14:30:47,17.3,74.9,28672,33792,2007040,1142784,33
14:30:52,16.9,74.3,27648,12288,184320,1966080,33
14:30:57,17.5,74.3,36864,18432,1134592,4149248,33
14:31:02,17.9,74.0,10240,7168,958464,3190784,33
14:31:07,32.8,68.5,51200,17408,10649600,1593344,33
14:31:12,45.5,78.6,18432,9216,4272128,2793472,33
14:31:17,39.8,81.6,11264,10240,7024640,20643840,33
14:31:22,18.2,58.5,14336,9216,5660672,978944,33
14:31:27,5.2,58.7,22528,14336,954368,5337088,33
14:31:32,16.8,58.0,496640,714752,5287936,1191936,33
14:31:37,6.8,58.0,51200,48128,811008,1220608,33
14:31:43,5.0,58.0,24576,27648,3604480,1175552,33
14:31:48,5.1,58.0,23552,28672,368640,1003520,33
14:31:53,4.8,57.4,11264,9216,462848,1118208,33
14:31:58,7.3,57.0,26624,24576,1683456,5337088,33
14:32:03,9.5,56.2,114688,137216,13627392,1531904,33
14:32:08,5.0,56.3,37888,47104,622592,978944,33
14:32:13,8.7,57.1,8192,5120,1703936,2621440,33
14:32:18,4.5,57.1,29696,9216,69632,974848,33
14:32:23,4.3,56.8,13312,12288,790528,1130496,33
14:32:28,5.1,56.6,41984,13312,335872,7147520,33
14:32:33,8.1,57.0,242688,325632,4972544,1736704,33
14:32:38,5.8,57.2,22528,23552,581632,2314240,33
14:32:43,6.1,57.2,56320,26624,3649536,1712128,33
14:32:48,4.5,57.4,21504,24576,1966080,974848,33
14:32:53,4.4,56.9,21504,14336,454656,729088,33
14:32:58,5.7,57.0,20480,18432,499712,5156864,33
14:33:03,5.1,56.6,8192,7168,610304,2281472,33
14:33:08,4.6,56.7,24576,12288,819200,1667072,33
