Timestamp,Total_CPU(%),Total_Mem(%),Net_Sent(Bytes),Net_Recv(Bytes),Disk_Read(Bytes),Disk_Write(Bytes),Battery(%),Top_10_CPU_Processes_High_Energy,Top_10_Mem_Processes
13:52:50,0.0,58.6,1024,0,393216,0,44,python3.10(97.5%) | Cursor Helper (Renderer)(78.2%) | Cursor Helper (Renderer)(77.6%) | Cursor Helper (GPU)(38.5%) | Google Chrome Helper(7.8%) | Cursor(7.5%) | Cursor Helper (Renderer)(4.9%) | Siri(3.5%) | Cursor Helper(3.4%) | Activity Monitor(2.1%),python3.10(14.4%) | Cursor Helper (Renderer)(3.3%) | Google Chrome Helper (Renderer)(1.9%) | Cursor Helper (Renderer)(1.9%) | Cursor Helper (Renderer)(1.8%) | Lark Helper (Renderer)(1.7%) | Cursor Helper (Renderer)(1.7%) | Cursor Helper (Renderer)(1.4%) | Google Chrome(1.4%) | Cursor Helper (Renderer)(1.4%)
